Name,Category,ProductCode_เดิม,รหัสที่สกัดได้,Supplier(P-xx),ชั้นราคา,พบจาก,ตรงแคตตาล็อก,สถานะ
เพาเวอร์แบงค์,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แกลอนสีดำ 14 กิโลกรัม,บรรจุภัณฑ์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แกลอนสีดำ 14 กิโลกรัม,บรรจุภัณฑ์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
DEB 100,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แบบขึ้นโมล์ด 3D,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 7 ชิ้น Model : TPT10-,Gift Set,,TPT10-7,,,code เปล่า,TPT10-7,ตรงแคตตาล็อก (set)
แก้วน้ำสูญญากาศ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 6 ชิ้นพร้อมสกรีน Model : TPC16-6,Gift Set,,TPC16-6,,,code เปล่า,TPC16-6,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 3 ชิ้น Model : TPF29-,Other,,TPF29-3,,,code เปล่า,TPF29-3,ตรงแคตตาล็อก (set)
เพาเวอร์แบงค์ รุ่น A21,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
BMW Gift Set,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
นาฬิกาพกพา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แก้วเก็บความเย็นสีขาว,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 75% แปลงสภาพ บรรจุ 18 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 7 ชิ้นพร้อมสกรีน Model : TTT00-7,Gift Set,,TTT00-7,,,code เปล่า,TTT00-7,ตรงแคตตาล็อก (set)
แฟ้มการ์ด,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 5 ชิ้น Model : TGC21-,Gift Set,,TGC21-5,,,code เปล่า,TGC21-5,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 4 ชิ้น Model : FXD00-,Gift Set,,FXD00-3,,,code เปล่า,FXD00-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 3 ชิ้น Model : TGC21-,Gift Set,,TGC21-3,,,code เปล่า,TGC21-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 4 ชิ้น Model : MZB00-,Gift Set,,MZB00-4,,,code เปล่า,MZB00-4,ตรงแคตตาล็อก (set)
ขวดน้ำสูญญากาศ + ปากกา + แฟลชไดร์ฟ + เพาเวอร์แบงค์ TBF6034,Gift Set,,TBF6034,,,code เปล่า,TBF6034,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน  TFB00-2,Gift Set,,TFB00-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ถุงกระดาษ,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าขนส่ง,ค่าขนส่ง,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระบอกน้ำสูญญากาศ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
พัดลมพกพา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น  TPT00-2,Gift Set,,TPT00-2,,,code เปล่า,TPT00-2,ตรงแคตตาล็อก (set)
แก้วมัค,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ป้าย Tag กระเป๋าเดินทาง,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  TPS01- 3,Gift Set,,TPS01,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เครื่องนวดคอ + เครื่องนวดตา TBH11-2,Gift Set,,TBH11-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้นพร้อมสกรีน Model : TPS03-3,Gift Set,,TPS03-3,,,code เปล่า,TPS03-3,ตรงแคตตาล็อก (set)
แอลกอฮอล์ 75% แปลงสภาพ บรรจุ 200 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 95% แปลงสภาพ บรรจุ 18 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 95% แปลงสภาพ บรรจุ 200 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 99% แปลงสภาพ บรรจุตู้ ISO TANK,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 99% แปลงสภาพ บรรจุ 5 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 99% แปลงสภาพ บรรจุ 200 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 99% แปลงสภาพ บรรจุ 18 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 96% แปลงสภาพ บรรจุ 18 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 2 ชิ้น Model : TPF09-,Other,,TPF09-2,,,code เปล่า,TPF09-2,ตรงแคตตาล็อก (set)
น้ำมันหอมระเหยปรับอากาศ,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 3 ชิ้น Model : TTT15-,Other,,TTT15-3,,,code เปล่า,TTT15-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 7 ชิ้น Model : FXD881,Gift Set,,FXD8816,,,code เปล่า,FXD8816,ตรงแคตตาล็อก (set)
แอลกอฮอล์ 96% แปลงสภาพ บรรจุ 200 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 96% แปลงสภาพ บรรจุ 5 ลิตร,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แอลกอฮอล์ 96% แปลงสภาพ บรรจุตู้ ISO TANK,แอลกอฮอล์,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
เพาเวอร์แบงค์,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แก้ว,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 4 ชิ้น Model : TPF703,Gift Set,,TPF7034,,,code เปล่า,TPF7034,ตรงแคตตาล็อก (set)
ปืนนวด พร้อมกล่องของขวัญ,,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 3 ชิ้น Model : FXD37-,Gift Set,,FXD37-3,,,code เปล่า,FXD37-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  TPY01-3,Gift Set,,TPY01-3,,,code เปล่า,TPY01-3,ตรงแคตตาล็อก (set)
T002,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
D001,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ลำโพงบลูทูธ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
